FID;uuid;identifier;createdBy;createdAt0;modifiedBy;modifiedA0;MoundID;Type;Source;Descripti0;LanduseAr0;LanduseOn0;Prominence;Latitude;Longitude;Northing;Easting;Accuracy;HandheldG0;Elevation;FacingDir0;Notes;Photo;HeightMax;DiameterM0;HeightMin;DiameterM1;OtherDime0;Diameter_1;OtherDim_1;ShapeNotes;Associate0;SurfaceMa0;SampleCol0;Chronolog0;Associate1;Condition;Principal0;OtherSour0;Archaeolo0;MostRecen0;MostRecen1;RTDescrip0;CommentsA0;CRMPhotos;FID_1;uuid_1;identifi_1;createdB_1;createdA_1;modified_1;modified_2;ID;FeatureAu0;FeatureTi0;Latitude_1;Longitud_1;Northing_1;Easting_1;Accuracy_1;FeatureTy0;MapSymbol;Source_1;Note;GC;DateCompl0;Descript_1;Classific0;OtherDesc0;Picture;Mound_ID;Precision;x_proj;y_proj
25;1000021505380000000.000000000000000;8151;Bara Weissova;2017-09-14 09:01:26.982 GMT;Bara Weissova;2017-09-14 09:01:26 GMT;8151;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.568386460799999;26.715621736999999;4712925.843999999600000;476659.208967785;3.0;51; ;North; ;files/app/b7b5c3aa-4e34-4078-95b5-973b4a55d3ea_image-1505379878542.original.jpg;0;55; ;50; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last year; ; ; ;1321;1000041505994973478;203468;Samuel Riley;2017-09-21 11:56:18.990 GMT;Samuel Riley;2017-09-21 11:56:38 GMT;203468;Samuel Riley;2017-09-21 14:56:12+03:00;42.5685151579437;26.715616122912;4712940.13613224;476658.796163213; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8151;15;26.7155991;42.5684013
26;1000021505380000000.000000000000000;8152;Bara Weissova;2017-09-14 09:29:38.322 GMT;Bara Weissova;2017-09-14 09:29:38 GMT;8152;Burial Mound;Legacy verification;Lighter soil mark compared to the surrounding area;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.570427743400003;26.729443843500000;4713148.792000000400000;477794.404802469;3.0;52; ;Northeast; ;files/app/d99126d2-7695-4aa6-a6c5-300a5dc7fa98_image-1505381666344.original.jpg;1;40; ;35; ;0.000000000000000;0.000000000000000; ;Loose artefacts;Roman pottery;No;Roman;files/app/6c2fdb10-ecb7-45d7-9ea7-8b0694122553_image-1505381545859.original.jpg;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;1300;1000041505994135346;203461;Samuel Riley;2017-09-21 11:42:26.849 GMT;Samuel Riley;2017-09-21 11:42:26 GMT;203461;Samuel Riley;2017-09-21 14:42:12+03:00;42.5703824933701;26.7295584737935;4713143.73700781;477803.796921559; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8152;15;26.7294006;42.5704002
27;1000021505380000000.000000000000000;8153;Bara Weissova;2017-09-14 09:55:15.700 GMT;Bara Weissova;2017-09-14 09:55:15 GMT;8153;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.576586200999998;26.696203756700001;4713841.877999999600000;475068.712663771;3.0;53;145.8;North; ;files/app/8b65ec24-b546-446b-a3c7-a4f59d5376ef_image-1505383050529.original.jpg;0;60; ;55; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;2888; ; ;Bara Weissova;2018-08-03; ; ; ; ; ; ; ; ; ; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;1;Y;03/08/2018; ; ; ; ;8153;top;26.6961994;42.5765991
28;1000021505380000000.000000000000000;8154;Bara Weissova;2017-09-14 10:28:04.672 GMT;Adela Sobotkova;2017-09-18 15:41:22 GMT;8154;Burial Mound;Legacy verification;Karaybryamska Mogila, massive elevation marker on top;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.595856905900000;26.668528191800000;4715990.224000000400000;472805.869955927;3.0;54;157.0;Northwest; ;files/app/f40c1cef-b1ef-40be-9eb0-8dbd83ea45d7_image-1505385087834.original.jpg;1;60; ;55; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1180;1000041505990231529;203428;Samuel Riley;2017-09-21 10:37:18.993 GMT;Samuel Riley;2017-09-21 10:37:18 GMT;203428;Samuel Riley;2017-09-21 13:37:09+03:00;42.5958165377351;26.6683588143246;4715985.79572665;472791.956560349; ;Mound;Hairy black triangle with a dot inside;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8154;top;26.6685009;42.5959015
29;1000021505390000000.000000000000000;8155;Bara Weissova;2017-09-14 11:07:22.876 GMT;Bara Weissova;2017-09-14 11:07:22 GMT;8155;Extinct Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.612557643999999;26.689799695300000;4717838.071999999700000;474557.793857186;3.0;55; ;North; ;files/app/9642b5ff-13a9-4ed8-ad36-b1455655d851_image-1505387508222.original.jpg;0;0; ;0; ;0.000000000000000;0.000000000000000; ;Artefact scatter;Some pottery possibly Roman;No;Roman;files/app/df6d0cbd-f161-4bc6-bfe4-d79ce5be4934_image-1505387399630.original.jpg;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;1174;1000041505990063985;203422;Samuel Riley;2017-09-21 10:34:32.778 GMT;Samuel Riley;2017-09-21 10:34:32 GMT;203422;Samuel Riley;2017-09-21 13:34:22+03:00;42.6127002664227;26.6900758520421;4717853.82591979;474580.501875488; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8155;15;26.6898003;42.6125984
30;1000021505390000000.000000000000000;8156;Bara Weissova;2017-09-14 11:23:27.935 GMT;Bara Weissova;2017-09-14 11:23:27 GMT;8156;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.611203427100001;26.697733161500000;4717685.343999999600000;475207.949372243;3.0;56; ;Northeast; ;files/app/5e1f9376-d103-44ad-bd7a-e42de834bb5c_image-1505388327858.original.jpg;0;60; ;60; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1175;1000041505990091862;203423;Samuel Riley;2017-09-21 10:35:01.550 GMT;Samuel Riley;2017-09-21 10:35:01 GMT;203423;Samuel Riley;2017-09-21 13:34:48+03:00;42.6111465619532;26.6977646645168;4717679.0203401;475210.510710641; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8156;top;26.6977005;42.6111984
31;1000021505460000000.000000000000000;8157;Bara Weissova;2017-09-15 06:01:44.149 GMT;Bara Weissova;2017-09-15 06:01:44 GMT;8157;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.373286767899998;26.695712887900001;4691268.014999999700000;474947.473012801;3.0;57; ;Northwest; ;files/app/c358fe20-e9a1-46b6-a84e-6b5dcea78cc0_image-1505455504421.original.jpg;0;40; ;50; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;5- none or nearly none;Agriculture;Last year; ; ; ;1683;1000061506002674405;204147;Briana Barton;2017-09-21 14:04:37.695 GMT;Briana Barton;2017-09-21 14:04:37 GMT;204147;Briana Barton;2017-09-21 17:04:33+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8157;60;26.6956997;42.3732986
32;1000021505460000000.000000000000000;8158;Bara Weissova;2017-09-15 06:42:32.691 GMT;Bara Weissova;2017-09-15 06:42:32 GMT;8158;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Hilltop;42.408292944300001;26.763416791600001;4695137.247000000400000;480532.486032306;3.0;58;305.4;Northwest; ;files/app/d7ec04ff-922b-4b10-a05a-09217bb3ed6e_image-1505457951341.original.jpg;1;35; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;No observation; ;1 - full;None;None; ; ; ;2353;1000041506154263419;203660;Samuel Riley;2017-09-23 08:11:11.091 GMT;Samuel Riley;2017-09-23 08:11:13 GMT;203660;Samuel Riley;2017-09-23 11:11:00+03:00;42.4082879521191;26.7632576651178;4695136.72959318;480519.390581546; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;23/09/2017; ; ; ; ;8158;top;26.7633991;42.4082985
33;1000021505460000000.000000000000000;8159;Bara Weissova;2017-09-15 07:20:19.200 GMT;Bara Weissova;2017-09-15 07:29:38 GMT;8159;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Valley Bottom or Plain;42.370475264000000;26.735362439399999;4690944.912999999700000;478210.925311092;3.0;59; ;Southwest; ;files/app/8c2ab632-58eb-411e-97a4-9f2eba1c91d3_image-1505460720600.original.jpg;0;35; ;25; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Looting;animal activity;3 - impaired;Animal activity;Last month;"01,irregular, 30,10, 3, machine excavation with soil dumped next to mound; 02, square, 2, 2, 1, manual excavation"; ;files/app/21618e54-8eca-46c3-b6df-632e8ba2b0d3_image-1505460388347.original.jpg - files/app/b8527e18-f4a0-4422-b9f6-5bb9fe2ba148_image-1505460558978.original.jpg;1699;1000061506002990255;204154;Briana Barton;2017-09-21 14:09:58.125 GMT;Briana Barton;2017-09-21 14:09:58 GMT;204154;Briana Barton;2017-09-21 17:09:48+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;5;Y;21/09/2017; ; ; ; ;8159;5;26.7353992;42.3704987
34;1000021505460000000.000000000000000;8160;Bara Weissova;2017-09-15 08:04:10.516 GMT;Bara Weissova;2017-09-15 08:08:34 GMT;8160;Burial Mound;Legacy verification; ;Annual agriculture;Scrub;Valley Bottom or Plain;42.376003170700002;26.717204238499999;4691563.525000000400000;476717.900848691;3.0;60; ;Northwest; ;files/app/49abf0f5-dc3a-42ec-a4a0-733626ec0459_image-1505462981418.original.jpg;0;40; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Animal activity; ;2 - good;Animal activity;Last month; ;one animal hole. otherwise no signs of damage.; ;1693;1000061506002905378;204151;Briana Barton;2017-09-21 14:08:31.777 GMT;Briana Barton;2017-09-21 14:08:31 GMT;204151;Briana Barton;2017-09-21 17:08:23+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;4;Y;21/09/2017; ; ; ; ;8160;top;26.7171993;42.3759995
35;1000021505460000000.000000000000000;8161;Bara Weissova;2017-09-15 08:20:53.009 GMT;Bara Weissova;2017-09-15 08:20:53 GMT;8161;Burial Mound;Legacy verification;so overgrown with scrub we can''t go on top;Annual agriculture;Scrub;Valley Bottom or Plain;42.374497169900003;26.720536619099999;4691395.396999999900000;476991.700618328;3.0;61; ;Southeast; ;files/app/b7bf3fe9-04ca-4450-a489-2784bd766424_image-1505463948655.original.jpg;2;50; ;45; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;0 - No observation;No observation; ;No observation;Unknown;Unknown; ; ; ;1687;1000061506002753480;204150;Briana Barton;2017-09-21 14:06:00.971 GMT;Briana Barton;2017-09-21 14:06:00 GMT;204150;Briana Barton;2017-09-21 17:05:51+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;8161;top;26.7205009;42.3745003
36;1000021505470000000.000000000000000;8162;Bara Weissova;2017-09-15 08:46:13.200 GMT;Bara Weissova;2017-09-15 08:46:13 GMT;8162;Burial Mound;Survey;on the top a rectangular grave;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.369306150900002;26.712748144300001;4690821.143000000200000;476348.525261719;3.0;62; ;West; ;files/app/f5c945a4-de4e-43cc-98ed-b757806f54c4_image-1505465657134.original.jpg;0;60; ;50; ;0.000000000000000;0.000000000000000; ;Other;rectangular grave from stone slabs on top;No; ;files/app/2488f506-b8a2-4b83-8508-37ac316ba0c4_image-1505465468348.original.jpg - files/app/2b14e8e0-ec92-48fd-bcdc-5f319bcde18b_image-1505465493760.original.jpg;4 - seriously damaged;Looting;agriculture;4 - minimal;Agriculture;Last year; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.7126999;42.3693008
37;1000021505470000000.000000000000000;8163;Bara Weissova;2017-09-15 09:55:41.116 GMT;Bara Weissova;2017-09-15 09:55:41 GMT;8163;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.359614690800001;26.701826314900000;4689748.137000000100000;475445.479473103;3.0;63; ;Northwest; ;files/app/7fa260d6-3ce4-4082-9414-d0f0ce6aa0fd_image-1505469549521.original.jpg;0;60; ;55; ;0.000000000000000;0.000000000000000; ; ;1 body sherd, most likely Roman;No;Roman; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;1797;1000061506004696296;204176;Briana Barton;2017-09-21 14:38:28.355 GMT;Briana Barton;2017-09-21 14:38:28 GMT;204176;Briana Barton;2017-09-21 17:38:14+03:00;42.3595877062106;26.7020506110813;4689745.07622527;475463.939717426; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8163;top;26.7017994;42.3596001
38;1000021505470000000.000000000000000;8165;Bara Weissova;2017-09-15 10:18:25.393 GMT;Bara Weissova;2017-09-15 10:18:25 GMT;8165;Burial Mound;Legacy verification;very shallow RTs that do not damage the mound on top.;Annual agriculture;Scrub;Valley Bottom or Plain;42.352688406100000;26.707768697500001;4688977.372000000400000;475932.190649086;3.0;64; ;West; ;files/app/c5b43097-d040-43e5-85c5-65cbef545766_image-1505471326768.original.jpg;0;50; ;50; ;0.000000000000000;0.000000000000000; ;Loose artefacts;material may not be from this mound as the mound is not too disrupted. potential extinct mound next to this one?;No;Roman;files/app/e0b4b96b-2751-4e55-8150-d56e96b6a2d4_image-1505471535071.original.jpg;2 - minor damage;Animal activity; ;1 - full;Animal activity;Last year; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Mound;Hairy brown circle; ; ; ; ; ; ; ; ;0;10;26.7077999;42.3526993
39;1000021505470000000.000000000000000;8166;Bara Weissova;2017-09-15 10:35:02.190 GMT;Bara Weissova;2017-09-15 10:35:02 GMT;8166;Surface Scatter;Survey; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.352493446300002;26.708056991500001;4688955.643000000200000;475955.859897068;3.0;65; ;Northwest; ;files/app/37b8c029-20d7-467b-bbfe-c76bc8e02332_image-1505471728356.original.jpg;0;0; ;0; ;0.000000000000000;0.000000000000000; ;Artefact scatter;Roman pottery;No;Roman;files/app/3415830a-b7f8-4118-8383-8474651eec51_image-1505471887535.original.jpg - files/app/f6eec8f9-4b0b-405c-803c-c365000b3299_image-1505472000135.original.jpg;0 - No observation;Agriculture; ;Other;Agriculture;Last month; ; ; ;1819;1000061506004946256;204181;Briana Barton;2017-09-21 14:42:38.231 GMT;Briana Barton;2017-09-21 14:42:38 GMT;204181;Briana Barton;2017-09-21 17:42:25+03:00;42.3522871557815;26.7080101208374;4688932.75065409;475951.921033112; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;8166;NA;26.7080994;42.3525009
40;1000021505470000000.000000000000000;8167;Bara Weissova;2017-09-15 10:54:46.374 GMT;Bara Weissova;2017-09-15 10:54:46 GMT;8167;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Valley Bottom or Plain;42.352657521099999;26.693714021700000;4688978.015999999800000;474774.651533166;3.0;66; ;North; ;files/app/ebda5c1c-f108-4f47-939d-c0469cdbb648_image-1505473078226.original.jpg;2;40; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last year; ; ; ;1811;1000061506004871412;204179;Briana Barton;2017-09-21 14:41:18.490 GMT;Briana Barton;2017-09-21 14:41:18 GMT;204179;Briana Barton;2017-09-21 17:41:10+03:00;42.3523805017364;26.694016451718;4688947.16709022;474799.448668889; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8167;top;26.6937008;42.3526993
41;1000021505470000000.000000000000000;8168;Bara Weissova;2017-09-15 11:02:19.339 GMT;Bara Weissova;2017-09-15 11:03:47 GMT;8168;Burial Mound;Legacy verification; ;Annual agriculture;Scrub;Valley Bottom or Plain;42.353188711300000;26.694360623400001;4689036.804999999700000;474828.116895352;3.0;67; ;West; ;files/app/ca848411-0aa8-4a8c-93f1-93c99855ae10_image-1505473498880.original.jpg;5;60; ;50; ;0.000000000000000;0.000000000000000;look at satellite; ; ;No; ; ;2 - minor damage;Animal activity; ;1 - full;Animal activity;Last month; ;3 animal holes around top; ;1806;1000061506004817280;204178;Briana Barton;2017-09-21 14:40:28.647 GMT;Briana Barton;2017-09-21 14:40:28 GMT;204178;Briana Barton;2017-09-21 17:40:16+03:00;42.3528116151612;26.694885921571;4688994.778867;474871.229284209; ;Mound;Hairy brown circle;TopomapRU 1:50k;4;Y;21/09/2017; ; ; ; ;8168;5;26.6944008;42.3531990
42;1000021505470000000.000000000000000;8169;Bara Weissova;2017-09-15 11:08:30.114 GMT;Bara Weissova;2017-09-15 11:08:30 GMT;8169;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.353608335300002;26.695292756000001;4689083.122999999700000;474905.05259009;3.0;68; ;South; ;files/app/0b2aa79f-f377-47dc-b993-a54d1255dc97_image-1505473882630.original.jpg;0;60; ;60; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;1 - full;Agriculture;Last year; ; ; ;1798;1000061506004716510;204177;Briana Barton;2017-09-21 14:38:44.507 GMT;Briana Barton;2017-09-21 14:38:44 GMT;204177;Briana Barton;2017-09-21 17:38:35+03:00;42.353346228912;26.695845719118;4689053.85701758;474950.489240962; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;8169;top;26.6952991;42.3535995
43;1000021505470000000.000000000000000;8170;Bara Weissova;2017-09-15 11:20:41.631 GMT;Bara Weissova;2017-09-15 11:20:41 GMT;8170;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.342954695700001;26.691102076200000;4687901.433000000200000;474555.621896456;3.0;69; ;Northeast; ;files/app/7befae43-2ee7-42b9-a077-e04e4afcef57_image-1505474596646.original.jpg;0;45; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last year; ; ; ;1885;1000061506005878088;204204;Briana Barton;2017-09-21 14:58:06.787 GMT;Briana Barton;2017-09-21 14:58:06 GMT;204204;Briana Barton;2017-09-21 17:57:56+03:00;42.3426619822825;26.6913431658419;4687868.85952145;474575.362892817; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8170;top;26.6910992;42.3429985
44;1000021505710000000.000000000000000;8172;Bara Weissova;2017-09-18 04:32:06.275 GMT;Bara Weissova;2017-09-18 04:32:06 GMT;8172;Extinct Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.334272654599999;26.267956772300000;4687150.684999999600000;439692.094827834;3.0;71; ;West; ;files/app/eb326b4f-4b76-4733-82a0-ea72af9f3e42_image-1505709307669.original.jpg;0;0;0;0; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last year; ; ; ;1898;1000051506006163108;202957;Stephanie Black;2017-09-21 15:02:52.224 GMT;Stephanie Black;2017-09-21 15:02:52 GMT;202957;Stephanie Black;2017-09-21 18:02:40+03:00;42.3344170498822;26.2677169138148;4687166.88803073;439672.472480687; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8172;top;26.2679996;42.3343010
45;1000021505710000000.000000000000000;8173;Bara Weissova;2017-09-18 05:10:36.177 GMT;Bara Weissova;2017-09-18 05:10:36 GMT;8173;Burial Mound;Legacy verification;Trnova mogila;Annual agriculture;Scrub;Valley Bottom or Plain;42.302422829400001;26.283580292800000;4683603.254999999900000;440949.441091922;3.0;72;181.2;North; ;files/app/d71b8abc-646f-4806-9630-51ec0ef90730_image-1505711684576.original.jpg;1;40; ;35; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;No observation; ;1 - full;None;None; ; ; ;2158;1000061506151889827;204763;Briana Barton;2017-09-23 07:31:41.779 GMT;Briana Barton;2017-09-23 07:31:41 GMT;204763;Briana Barton;2017-09-23 10:31:26+03:00;42.3021652952619;26.2833968649951;4683574.78641999;440934.081342501; ;Mound;Hairy black triangle with a dot inside;TopomapRU 1:50k;2;Y;23/09/2017; ; ; ; ;8173;top;26.2835999;42.3023987
46;1000021505720000000.000000000000000;8174;Bara Weissova;2017-09-18 07:42:03.818 GMT;Bara Weissova;2017-09-18 07:42:03 GMT;8174;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.305874169900001;26.218965806200000;4684033.321000000500000;435627.108210997;3.0;75; ;North; ;files/app/8c884228-c17f-4f3e-a870-754ad7b71f2f_image-1505720661209.original.jpg;0;40; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;4 - minimal;Agriculture;Unknown; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.2189999;42.3059006
47;1000021505720000000.000000000000000;8175;Bara Weissova;2017-09-18 07:46:50.672 GMT;Bara Weissova;2017-09-18 07:46:50 GMT;8175;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain well positioned, good view around;42.305964665200001;26.219223868099998;4684043.173999999600000;435648.469980909;3.0;76; ;North; ;files/app/30de28e4-551d-4080-8c3e-d5f9367e82cc_image-1505721119369.original.jpg;2;35; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last year; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.2192001;42.3059998
