FID;uuid;identifier;createdBy;createdAt0;modifiedBy;modifiedA0;MoundID;Type;Source;Descripti0;LanduseAr0;LanduseOn0;Prominence;Latitude;Longitude;Northing;Easting;Accuracy;HandheldG0;Elevation;FacingDir0;Notes;Photo;HeightMax;DiameterMax;HeightMin;DiameterMin;OtherDime0;Diameter_1;OtherDim_1;ShapeNotes;Associate0;SurfaceMa0;SampleCol0;Chronolog0;Associate1;Condition;Principal0;OtherSour0;Archaeolo0;MostRecen0;MostRecen1;RTDescrip0;CommentsA0;CRMPhotos;FID_1;uuid_1;identifi_1;createdB_1;createdA_1;modified_1;modified_2;ID;FeatureAu0;FeatureTi0;Latitude_1;Longitud_1;Northing_1;Easting_1;Accuracy_1;FeatureTy0;MapSymbol;Source_1;Note;GC;DateCompl0;Descript_1;Classific0;OtherDesc0;Picture;Mound_ID;Precision;x_proj;y_proj
23;1.000.021.505.380.000.000.000.000.000.000.000;8149;Bara Weissova;2017-09-14 08:04:08.384 GMT;Bara Weissova;2017-09-14 08:20:18 GMT;8149;Burial Mound;Legacy verification;Mound called Lozenska Mogila;Annual agriculture;Scrub;Valley Bottom or Plain;42.565.322.072.100.000;26.706.788.974.399.900;4.712.588.046.000.000.000.000;47.593.306.767.808;3.0;49;157.8;East; ;files/app/0dc5a513-3b59-4772-a540-9d49566b36f8_image-1505377016100.original.jpg;3;36; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Looting;animal activity;2 - good;Animal activity;Last year;"01,rectangular, 3, 3, 1; 02, rectangular, 4, 2, 0.5; 03, irregular, 2, 3, 0.3; 04, irregular, 20, 5, 4, excavated by machine; 05, irregular, 8, 3, 1";Even though there are a large number of robbers trenches, it does not appear that they reached the grave.;files/app/a5848370-cbe0-456d-a7df-43de9a337544_image-1505376613156.original.jpg - files/app/c57c67d2-8c9b-40cb-87e9-b0c7138445af_image-1505377205451.original.jpg;1325;1,00E+18;203470;Samuel Riley;2017-09-21 11:57:47.658 GMT;Samuel Riley;2017-09-21 11:57:47 GMT;203470;Samuel Riley;2017-09-21 14:57:34+03:00;425.653.608.566.698;26.706.635.218.291;471.259.239.660.359;475.920.462.192.581; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;4;Y;21-09-2017; ; ; ; ;8149;top;267.068.005;425.653.000
24;1.000.021.505.380.000.000.000.000.000.000.000;8150;Bara Weissova;2017-09-14 08:35:06.176 GMT;Bara Weissova;2017-09-14 08:35:06 GMT;8150;Burial Mound;Legacy verification;Kirchova Mogila, next to highway;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.557.790.689.699.900;26.705.742.590.300.000;4.711.752.059.999.990.000.000;475.844.274.737.161;3.0;50;153.4;Northeast; ;files/app/d4f48f4c-0af9-4adc-ae8a-4504e46ff6f9_image-1505378352557.original.jpg;0;60; ;55; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last year; ; ; ;2887; ; ;Bara Weissova;03-08-2018; ; ; ; ; ; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;03-08-2018; ; ; ; ;8150;top;267.056.999;425.578.003
25;1.000.021.505.380.000.000.000.000.000.000.000;8151;Bara Weissova;2017-09-14 09:01:26.982 GMT;Bara Weissova;2017-09-14 09:01:26 GMT;8151;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.568.386.460.799.900;26.715.621.736.999.900;4.712.925.843.999.990.000.000;476.659.208.967.785;3.0;51; ;North; ;files/app/b7b5c3aa-4e34-4078-95b5-973b4a55d3ea_image-1505379878542.original.jpg;0;55; ;50; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last year; ; ; ;1321;1,00E+18;203468;Samuel Riley;2017-09-21 11:56:18.990 GMT;Samuel Riley;2017-09-21 11:56:38 GMT;203468;Samuel Riley;2017-09-21 14:56:12+03:00;425.685.151.579.437;26.715.616.122.912;471.294.013.613.224;476.658.796.163.213; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8151;15;267.155.991;425.684.013
26;1.000.021.505.380.000.000.000.000.000.000.000;8152;Bara Weissova;2017-09-14 09:29:38.322 GMT;Bara Weissova;2017-09-14 09:29:38 GMT;8152;Burial Mound;Legacy verification;Lighter soil mark compared to the surrounding area;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.570.427.743.400.000;26.729.443.843.500.000;4.713.148.792.000.000.000.000;477.794.404.802.469;3.0;52; ;Northeast; ;files/app/d99126d2-7695-4aa6-a6c5-300a5dc7fa98_image-1505381666344.original.jpg;1;40; ;35; ;0.000000000000000;0.000000000000000; ;Loose artefacts;Roman pottery;No;Roman;files/app/6c2fdb10-ecb7-45d7-9ea7-8b0694122553_image-1505381545859.original.jpg;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;1300;1,00E+18;203461;Samuel Riley;2017-09-21 11:42:26.849 GMT;Samuel Riley;2017-09-21 11:42:26 GMT;203461;Samuel Riley;2017-09-21 14:42:12+03:00;425.703.824.933.701;267.295.584.737.935;471.314.373.700.781;477.803.796.921.559; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8152;15;267.294.006;425.704.002
27;1.000.021.505.380.000.000.000.000.000.000.000;8153;Bara Weissova;2017-09-14 09:55:15.700 GMT;Bara Weissova;2017-09-14 09:55:15 GMT;8153;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.576.586.200.999.900;26.696.203.756.700.000;4.713.841.877.999.990.000.000;475.068.712.663.771;3.0;53;145.8;North; ;files/app/8b65ec24-b546-446b-a3c7-a4f59d5376ef_image-1505383050529.original.jpg;0;60; ;55; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;2888; ; ;Bara Weissova;03-08-2018; ; ; ; ; ; ; ; ; ; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;1;Y;03-08-2018; ; ; ; ;8153;top;266.961.994;425.765.991
28;1.000.021.505.380.000.000.000.000.000.000.000;8154;Bara Weissova;2017-09-14 10:28:04.672 GMT;Adela Sobotkova;2017-09-18 15:41:22 GMT;8154;Burial Mound;Legacy verification;Karaybryamska Mogila, massive elevation marker on top;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.595.856.905.900.000;26.668.528.191.800.000;4.715.990.224.000.000.000.000;472.805.869.955.927;3.0;54;157.0;Northwest; ;files/app/f40c1cef-b1ef-40be-9eb0-8dbd83ea45d7_image-1505385087834.original.jpg;1;60; ;55; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1180;1,00E+18;203428;Samuel Riley;2017-09-21 10:37:18.993 GMT;Samuel Riley;2017-09-21 10:37:18 GMT;203428;Samuel Riley;2017-09-21 13:37:09+03:00;425.958.165.377.351;266.683.588.143.246;471.598.579.572.665;472.791.956.560.349; ;Mound;Hairy black triangle with a dot inside;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8154;top;266.685.009;425.959.015
29;1.000.021.505.390.000.000.000.000.000.000.000;8155;Bara Weissova;2017-09-14 11:07:22.876 GMT;Bara Weissova;2017-09-14 11:07:22 GMT;8155;Extinct Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.612.557.643.999.900;26.689.799.695.300.000;4.717.838.071.999.990.000.000;474.557.793.857.186;3.0;55; ;North; ;files/app/9642b5ff-13a9-4ed8-ad36-b1455655d851_image-1505387508222.original.jpg;0;0; ;0; ;0.000000000000000;0.000000000000000; ;Artefact scatter;Some pottery possibly Roman;No;Roman;files/app/df6d0cbd-f161-4bc6-bfe4-d79ce5be4934_image-1505387399630.original.jpg;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;1174;1,00E+18;203422;Samuel Riley;2017-09-21 10:34:32.778 GMT;Samuel Riley;2017-09-21 10:34:32 GMT;203422;Samuel Riley;2017-09-21 13:34:22+03:00;426.127.002.664.227;266.900.758.520.421;471.785.382.591.979;474.580.501.875.488; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8155;15;266.898.003;426.125.984
30;1.000.021.505.390.000.000.000.000.000.000.000;8156;Bara Weissova;2017-09-14 11:23:27.935 GMT;Bara Weissova;2017-09-14 11:23:27 GMT;8156;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.611.203.427.100.000;26.697.733.161.500.000;4.717.685.343.999.990.000.000;475.207.949.372.243;3.0;56; ;Northeast; ;files/app/5e1f9376-d103-44ad-bd7a-e42de834bb5c_image-1505388327858.original.jpg;0;60; ;60; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1175;1,00E+18;203423;Samuel Riley;2017-09-21 10:35:01.550 GMT;Samuel Riley;2017-09-21 10:35:01 GMT;203423;Samuel Riley;2017-09-21 13:34:48+03:00;426.111.465.619.532;266.977.646.645.168;47.176.790.203.401;475.210.510.710.641; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8156;top;266.977.005;426.111.984
31;1.000.021.505.460.000.000.000.000.000.000.000;8157;Bara Weissova;2017-09-15 06:01:44.149 GMT;Bara Weissova;2017-09-15 06:01:44 GMT;8157;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.373.286.767.899.900;26.695.712.887.900.000;4.691.268.014.999.990.000.000;474.947.473.012.801;3.0;57; ;Northwest; ;files/app/c358fe20-e9a1-46b6-a84e-6b5dcea78cc0_image-1505455504421.original.jpg;0;40; ;50; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;5- none or nearly none;Agriculture;Last year; ; ; ;1683;1,00E+18;204147;Briana Barton;2017-09-21 14:04:37.695 GMT;Briana Barton;2017-09-21 14:04:37 GMT;204147;Briana Barton;2017-09-21 17:04:33+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8157;60;266.956.997;423.732.986
32;1.000.021.505.460.000.000.000.000.000.000.000;8158;Bara Weissova;2017-09-15 06:42:32.691 GMT;Bara Weissova;2017-09-15 06:42:32 GMT;8158;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Hilltop;42.408.292.944.300.000;26.763.416.791.600.000;4.695.137.247.000.000.000.000;480.532.486.032.306;3.0;58;305.4;Northwest; ;files/app/d7ec04ff-922b-4b10-a05a-09217bb3ed6e_image-1505457951341.original.jpg;1;35; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;No observation; ;1 - full;None;None; ; ; ;2353;1,00E+18;203660;Samuel Riley;2017-09-23 08:11:11.091 GMT;Samuel Riley;2017-09-23 08:11:13 GMT;203660;Samuel Riley;2017-09-23 11:11:00+03:00;424.082.879.521.191;267.632.576.651.178;469.513.672.959.318;480.519.390.581.546; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;23-09-2017; ; ; ; ;8158;top;267.633.991;424.082.985
33;1.000.021.505.460.000.000.000.000.000.000.000;8159;Bara Weissova;2017-09-15 07:20:19.200 GMT;Bara Weissova;2017-09-15 07:29:38 GMT;8159;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Valley Bottom or Plain;42.370.475.264.000.000;26.735.362.439.399.900;4.690.944.912.999.990.000.000;478.210.925.311.092;3.0;59; ;Southwest; ;files/app/8c2ab632-58eb-411e-97a4-9f2eba1c91d3_image-1505460720600.original.jpg;0;35; ;25; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Looting;animal activity;3 - impaired;Animal activity;Last month;"01,irregular, 30,10, 3, machine excavation with soil dumped next to mound; 02, square, 2, 2, 1, manual excavation"; ;files/app/21618e54-8eca-46c3-b6df-632e8ba2b0d3_image-1505460388347.original.jpg - files/app/b8527e18-f4a0-4422-b9f6-5bb9fe2ba148_image-1505460558978.original.jpg;1699;1,00E+18;204154;Briana Barton;2017-09-21 14:09:58.125 GMT;Briana Barton;2017-09-21 14:09:58 GMT;204154;Briana Barton;2017-09-21 17:09:48+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;5;Y;21-09-2017; ; ; ; ;8159;5;267.353.992;423.704.987
34;1.000.021.505.460.000.000.000.000.000.000.000;8160;Bara Weissova;2017-09-15 08:04:10.516 GMT;Bara Weissova;2017-09-15 08:08:34 GMT;8160;Burial Mound;Legacy verification; ;Annual agriculture;Scrub;Valley Bottom or Plain;42.376.003.170.700.000;26.717.204.238.499.900;4.691.563.525.000.000.000.000;476.717.900.848.691;3.0;60; ;Northwest; ;files/app/49abf0f5-dc3a-42ec-a4a0-733626ec0459_image-1505462981418.original.jpg;0;40; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Animal activity; ;2 - good;Animal activity;Last month; ;one animal hole. otherwise no signs of damage.; ;1693;1,00E+18;204151;Briana Barton;2017-09-21 14:08:31.777 GMT;Briana Barton;2017-09-21 14:08:31 GMT;204151;Briana Barton;2017-09-21 17:08:23+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;4;Y;21-09-2017; ; ; ; ;8160;top;267.171.993;423.759.995
35;1.000.021.505.460.000.000.000.000.000.000.000;8161;Bara Weissova;2017-09-15 08:20:53.009 GMT;Bara Weissova;2017-09-15 08:20:53 GMT;8161;Burial Mound;Legacy verification;so overgrown with scrub we can''t go on top;Annual agriculture;Scrub;Valley Bottom or Plain;42.374.497.169.900.000;26.720.536.619.099.900;4.691.395.396.999.990.000.000;476.991.700.618.328;3.0;61; ;Southeast; ;files/app/b7bf3fe9-04ca-4450-a489-2784bd766424_image-1505463948655.original.jpg;2;50; ;45; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;0 - No observation;No observation; ;No observation;Unknown;Unknown; ; ; ;1687;1,00E+18;204150;Briana Barton;2017-09-21 14:06:00.971 GMT;Briana Barton;2017-09-21 14:06:00 GMT;204150;Briana Barton;2017-09-21 17:05:51+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;8161;top;267.205.009;423.745.003
36;1.000.021.505.470.000.000.000.000.000.000.000;8162;Bara Weissova;2017-09-15 08:46:13.200 GMT;Bara Weissova;2017-09-15 08:46:13 GMT;8162;Burial Mound;Survey;on the top a rectangular grave;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.369.306.150.900.000;26.712.748.144.300.000;4.690.821.143.000.000.000.000;476.348.525.261.719;3.0;62; ;West; ;files/app/f5c945a4-de4e-43cc-98ed-b757806f54c4_image-1505465657134.original.jpg;0;60; ;50; ;0.000000000000000;0.000000000000000; ;Other;rectangular grave from stone slabs on top;No; ;files/app/2488f506-b8a2-4b83-8508-37ac316ba0c4_image-1505465468348.original.jpg - files/app/2b14e8e0-ec92-48fd-bcdc-5f319bcde18b_image-1505465493760.original.jpg;4 - seriously damaged;Looting;agriculture;4 - minimal;Agriculture;Last year; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.126.999;423.693.008
37;1.000.021.505.470.000.000.000.000.000.000.000;8163;Bara Weissova;2017-09-15 09:55:41.116 GMT;Bara Weissova;2017-09-15 09:55:41 GMT;8163;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.359.614.690.800.000;26.701.826.314.900.000;4.689.748.137.000.000.000.000;475.445.479.473.103;3.0;63; ;Northwest; ;files/app/7fa260d6-3ce4-4082-9414-d0f0ce6aa0fd_image-1505469549521.original.jpg;0;60; ;55; ;0.000000000000000;0.000000000000000; ; ;1 body sherd, most likely Roman;No;Roman; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;1797;1,00E+18;204176;Briana Barton;2017-09-21 14:38:28.355 GMT;Briana Barton;2017-09-21 14:38:28 GMT;204176;Briana Barton;2017-09-21 17:38:14+03:00;423.595.877.062.106;267.020.506.110.813;468.974.507.622.527;475.463.939.717.426; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8163;top;267.017.994;423.596.001
38;1.000.021.505.470.000.000.000.000.000.000.000;8165;Bara Weissova;2017-09-15 10:18:25.393 GMT;Bara Weissova;2017-09-15 10:18:25 GMT;8165;Burial Mound;Legacy verification;very shallow RTs that do not damage the mound on top.;Annual agriculture;Scrub;Valley Bottom or Plain;42.352.688.406.100.000;26.707.768.697.500.000;4.688.977.372.000.000.000.000;475.932.190.649.086;3.0;64; ;West; ;files/app/c5b43097-d040-43e5-85c5-65cbef545766_image-1505471326768.original.jpg;0;50; ;50; ;0.000000000000000;0.000000000000000; ;Loose artefacts;material may not be from this mound as the mound is not too disrupted. potential extinct mound next to this one?;No;Roman;files/app/e0b4b96b-2751-4e55-8150-d56e96b6a2d4_image-1505471535071.original.jpg;2 - minor damage;Animal activity; ;1 - full;Animal activity;Last year; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Mound;Hairy brown circle; ; ; ; ; ; ; ; ;0;10;267.077.999;423.526.993
39;1.000.021.505.470.000.000.000.000.000.000.000;8166;Bara Weissova;2017-09-15 10:35:02.190 GMT;Bara Weissova;2017-09-15 10:35:02 GMT;8166;Surface Scatter;Survey; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.352.493.446.300.000;26.708.056.991.500.000;4.688.955.643.000.000.000.000;475.955.859.897.068;3.0;65; ;Northwest; ;files/app/37b8c029-20d7-467b-bbfe-c76bc8e02332_image-1505471728356.original.jpg;0;0; ;0; ;0.000000000000000;0.000000000000000; ;Artefact scatter;Roman pottery;No;Roman;files/app/3415830a-b7f8-4118-8383-8474651eec51_image-1505471887535.original.jpg - files/app/f6eec8f9-4b0b-405c-803c-c365000b3299_image-1505472000135.original.jpg;0 - No observation;Agriculture; ;Other;Agriculture;Last month; ; ; ;1819;1,00E+18;204181;Briana Barton;2017-09-21 14:42:38.231 GMT;Briana Barton;2017-09-21 14:42:38 GMT;204181;Briana Barton;2017-09-21 17:42:25+03:00;423.522.871.557.815;267.080.101.208.374;468.893.275.065.409;475.951.921.033.112; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;8166;NA;267.080.994;423.525.009
40;1.000.021.505.470.000.000.000.000.000.000.000;8167;Bara Weissova;2017-09-15 10:54:46.374 GMT;Bara Weissova;2017-09-15 10:54:46 GMT;8167;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Valley Bottom or Plain;42.352.657.521.099.900;26.693.714.021.700.000;4.688.978.015.999.990.000.000;474.774.651.533.166;3.0;66; ;North; ;files/app/ebda5c1c-f108-4f47-939d-c0469cdbb648_image-1505473078226.original.jpg;2;40; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last year; ; ; ;1811;1,00E+18;204179;Briana Barton;2017-09-21 14:41:18.490 GMT;Briana Barton;2017-09-21 14:41:18 GMT;204179;Briana Barton;2017-09-21 17:41:10+03:00;423.523.805.017.364;26.694.016.451.718;468.894.716.709.022;474.799.448.668.889; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;8167;top;266.937.008;423.526.993
41;1.000.021.505.470.000.000.000.000.000.000.000;8168;Bara Weissova;2017-09-15 11:02:19.339 GMT;Bara Weissova;2017-09-15 11:03:47 GMT;8168;Burial Mound;Legacy verification; ;Annual agriculture;Scrub;Valley Bottom or Plain;42.353.188.711.300.000;26.694.360.623.400.000;4.689.036.804.999.990.000.000;474.828.116.895.352;3.0;67; ;West; ;files/app/ca848411-0aa8-4a8c-93f1-93c99855ae10_image-1505473498880.original.jpg;5;60; ;50; ;0.000000000000000;0.000000000000000;look at satellite; ; ;No; ; ;2 - minor damage;Animal activity; ;1 - full;Animal activity;Last month; ;3 animal holes around top; ;1806;1,00E+18;204178;Briana Barton;2017-09-21 14:40:28.647 GMT;Briana Barton;2017-09-21 14:40:28 GMT;204178;Briana Barton;2017-09-21 17:40:16+03:00;423.528.116.151.612;26.694.885.921.571;4.688.994.778.867;474.871.229.284.209; ;Mound;Hairy brown circle;TopomapRU 1:50k;4;Y;21-09-2017; ; ; ; ;8168;5;266.944.008;423.531.990
42;1.000.021.505.470.000.000.000.000.000.000.000;8169;Bara Weissova;2017-09-15 11:08:30.114 GMT;Bara Weissova;2017-09-15 11:08:30 GMT;8169;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.353.608.335.300.000;26.695.292.756.000.000;4.689.083.122.999.990.000.000;47.490.505.259.009;3.0;68; ;South; ;files/app/0b2aa79f-f377-47dc-b993-a54d1255dc97_image-1505473882630.original.jpg;0;60; ;60; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;1 - full;Agriculture;Last year; ; ; ;1798;1,00E+18;204177;Briana Barton;2017-09-21 14:38:44.507 GMT;Briana Barton;2017-09-21 14:38:44 GMT;204177;Briana Barton;2017-09-21 17:38:35+03:00;42.353.346.228.912;26.695.845.719.118;468.905.385.701.758;474.950.489.240.962; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;8169;top;266.952.991;423.535.995
43;1.000.021.505.470.000.000.000.000.000.000.000;8170;Bara Weissova;2017-09-15 11:20:41.631 GMT;Bara Weissova;2017-09-15 11:20:41 GMT;8170;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.342.954.695.700.000;26.691.102.076.200.000;4.687.901.433.000.000.000.000;474.555.621.896.456;3.0;69; ;Northeast; ;files/app/7befae43-2ee7-42b9-a077-e04e4afcef57_image-1505474596646.original.jpg;0;45; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last year; ; ; ;1885;1,00E+18;204204;Briana Barton;2017-09-21 14:58:06.787 GMT;Briana Barton;2017-09-21 14:58:06 GMT;204204;Briana Barton;2017-09-21 17:57:56+03:00;423.426.619.822.825;266.913.431.658.419;468.786.885.952.145;474.575.362.892.817; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;8170;top;266.910.992;423.429.985
44;1.000.021.505.710.000.000.000.000.000.000.000;8172;Bara Weissova;2017-09-18 04:32:06.275 GMT;Bara Weissova;2017-09-18 04:32:06 GMT;8172;Extinct Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.334.272.654.599.900;26.267.956.772.300.000;4.687.150.684.999.990.000.000;439.692.094.827.834;3.0;71; ;West; ;files/app/eb326b4f-4b76-4733-82a0-ea72af9f3e42_image-1505709307669.original.jpg;0;0;0;0; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last year; ; ; ;1898;1,00E+18;202957;Stephanie Black;2017-09-21 15:02:52.224 GMT;Stephanie Black;2017-09-21 15:02:52 GMT;202957;Stephanie Black;2017-09-21 18:02:40+03:00;423.344.170.498.822;262.677.169.138.148;468.716.688.803.073;439.672.472.480.687; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8172;top;262.679.996;423.343.010
45;1.000.021.505.710.000.000.000.000.000.000.000;8173;Bara Weissova;2017-09-18 05:10:36.177 GMT;Bara Weissova;2017-09-18 05:10:36 GMT;8173;Burial Mound;Legacy verification;Trnova mogila;Annual agriculture;Scrub;Valley Bottom or Plain;42.302.422.829.400.000;26.283.580.292.800.000;4.683.603.254.999.990.000.000;440.949.441.091.922;3.0;72;181.2;North; ;files/app/d71b8abc-646f-4806-9630-51ec0ef90730_image-1505711684576.original.jpg;1;40; ;35; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;No observation; ;1 - full;None;None; ; ; ;2158;1,00E+18;204763;Briana Barton;2017-09-23 07:31:41.779 GMT;Briana Barton;2017-09-23 07:31:41 GMT;204763;Briana Barton;2017-09-23 10:31:26+03:00;423.021.652.952.619;262.833.968.649.951;468.357.478.641.999;440.934.081.342.501; ;Mound;Hairy black triangle with a dot inside;TopomapRU 1:50k;2;Y;23-09-2017; ; ; ; ;8173;top;262.835.999;423.023.987
